Tempo (s),Temp Atual (C),Temp Desejada (C),PWM
812.44,29.07,29.00,13
813.46,29.07,29.00,0
814.49,29.07,29.00,13
815.52,29.07,29.00,13
816.54,29.07,29.00,13
817.57,28.98,29.00,16
818.59,29.07,29.00,13
819.62,29.07,29.00,13
820.64,29.07,29.00,13
821.67,29.07,29.00,13
822.70,29.07,29.00,13
823.72,29.07,29.00,13
824.75,29.07,29.00,13
825.77,29.07,29.00,13
826.80,28.98,29.00,34
827.83,29.07,29.00,13
828.85,28.98,29.00,16
829.88,29.07,29.00,13
830.90,29.07,29.00,0
831.93,29.07,29.00,13
832.95,29.07,29.00,13
833.98,29.07,29.00,13
835.01,29.07,29.00,13
836.03,29.07,29.00,13
837.06,29.07,29.00,13
838.08,29.07,29.00,12
839.11,29.07,29.00,12
840.13,29.07,29.00,0
841.16,29.07,29.00,12
842.19,29.07,29.00,12
843.21,28.98,29.00,34
844.24,29.07,29.00,12
845.26,28.98,29.00,34
846.29,29.07,29.00,12
847.31,28.98,29.00,16
848.34,29.07,29.00,12
849.37,28.98,29.00,16
850.39,29.07,29.00,12
851.42,29.07,29.00,12
852.44,28.98,29.00,34
853.47,29.07,29.00,12
854.50,29.07,29.00,0
855.52,28.98,29.00,16
856.55,29.07,29.00,0
857.57,28.98,29.00,34
858.60,29.16,29.00,9
859.62,29.07,29.00,0
860.65,29.07,29.00,12
861.67,29.07,29.00,12
862.70,28.98,29.00,34
863.73,29.07,29.00,12
864.75,29.07,29.00,0
865.78,29.07,29.00,12
866.80,29.07,29.00,12
867.83,28.98,29.00,16
868.85,29.07,29.00,12
869.88,29.07,29.00,0
870.91,28.98,29.00,34
871.93,29.07,29.00,0
872.96,29.07,29.00,0
873.98,29.07,29.00,12
875.01,28.98,29.00,16
876.04,29.07,29.00,0
877.06,28.98,29.00,34
878.09,29.07,29.00,12
879.11,29.07,29.00,12
880.14,29.16,29.00,0
881.17,28.98,29.00,34
882.19,28.98,29.00,34
883.22,29.07,29.00,0
884.24,28.98,29.00,34
885.27,28.98,29.00,16
886.30,29.07,29.00,0
887.32,28.98,29.00,16
888.35,29.07,29.00,12
889.37,29.07,29.00,0
890.40,28.98,29.00,34
891.42,28.98,29.00,16
892.45,28.98,29.00,16
893.48,28.98,29.00,34
894.50,28.98,29.00,34
895.53,29.07,29.00,12
896.55,29.07,29.00,0
897.58,29.16,29.00,0
898.61,28.98,29.00,34
899.63,28.98,29.00,16
900.66,29.07,29.00,0
901.68,28.98,29.00,16
902.71,29.07,29.00,12
903.73,28.98,29.00,16
904.76,29.07,29.00,12
905.79,28.98,29.00,16
906.81,29.07,29.00,12
907.84,28.98,29.00,34
908.86,28.98,29.00,34
909.89,28.98,29.00,34
910.92,28.98,29.00,16
911.94,28.98,29.00,16
912.97,29.07,29.00,0
913.99,28.98,29.00,16
915.02,28.98,29.00,16
916.04,29.07,29.00,0
917.07,28.98,29.00,16
918.10,28.98,29.00,34
919.12,28.98,29.00,16
920.15,29.07,29.00,12
921.17,28.98,29.00,16
922.20,28.98,29.00,34
923.23,29.07,29.00,0
924.25,28.98,29.00,16
925.28,28.98,29.00,16
926.30,28.98,29.00,16
927.33,29.07,29.00,0
928.35,28.98,29.00,16
929.38,28.98,29.00,34
930.41,28.98,29.00,0
931.43,29.07,29.00,12
932.46,28.98,29.00,16
933.48,29.07,29.00,0
934.51,28.98,29.00,16
935.54,29.07,29.00,0
936.56,28.98,29.00,16
937.59,28.98,29.00,16
938.61,28.98,29.00,34
939.64,28.98,29.00,16
940.66,29.07,29.00,12
941.69,28.98,29.00,16
942.72,29.07,29.00,0
943.74,28.98,29.00,16
944.77,28.98,29.00,16
945.79,28.98,29.00,34
946.82,28.98,29.00,16
